,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
787,896,Analytics Consultant,$31K-$56K ,4.6,Strive Consulting,"Chicago, IL","Chicago, IL",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,43500.0
788,897,Data Analyst,$31K-$56K ,3.2,BMO,"Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,43500.0
789,898,Quantitative Researcher,$31K-$56K ,4.7,Old Mission Capital,"Chicago, IL","Chicago, IL",51 to 200 employees,2008,Private Practice / Firm,Brokerage Services,Finance,43500.0
790,899,Data scientist/computational biologist,$31K-$56K ,4.0,The University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,43500.0
791,900,Quantitative Researcher,$31K-$56K ,3.9,DRW Trading Group,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1992,Company - Private,Investment Banking & Asset Management,Finance,43500.0
792,901,Data Analyst,$31K-$56K ,4.1,Peterson Technology Partners,"Chicago, IL","Park Ridge, IL",201 to 500 employees,1997,Contract,Computer Hardware & Software,Information Technology,43500.0
793,902,Quantitative Researcher,$31K-$56K ,4.7,Axiom Group,"Chicago, IL","Aurora, Canada",51 to 200 employees,1987,Company - Private,Transportation Equipment Manufacturing,Manufacturing,43500.0
794,903,Data Analyst,$31K-$56K ,4.0,University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,43500.0
795,904,Senior Quantitative Analyst,$31K-$56K ,4.0,Morningstar,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1984,Company - Public,Financial Analytics & Research,Finance,43500.0
796,905,Sr Data Scientist,$31K-$56K ,5.0,Kalderos,"Chicago, IL","Chicago, IL",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,43500.0
797,906,Senior Data Scientist,$31K-$56K ,3.5,Aon,"Chicago, IL","London, United Kingdom",10000+ employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,43500.0
798,907,Supply Chain/Data Analyst - Merchandising,$31K-$56K ,3.4,Aerotek,"Chicago, IL","Hanover, MD",5001 to 10000 employees,1983,Company - Private,Staffing & Outsourcing,Business Services,43500.0
799,908,Data Scientist,$31K-$56K ,1.0,Encore Consulting Services,"Rolling Meadows, IL","Arlington Heights, IL",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,43500.0
800,909,Data Scientist,$31K-$56K ,2.6,Kehe,"Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,43500.0
801,910,Associate Food Scientist - Global Expansion Team,$31K-$56K ,3.5,Ferrara Candy Company,"Maywood, IL","Chicago, IL",5001 to 10000 employees,1908,Company - Private,Food & Beverage Manufacturing,Manufacturing,43500.0
802,911,Data Engineer,$31K-$56K ,4.1,VillageMD,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,43500.0
803,912,Quantitative Analyst,$31K-$56K ,4.7,Old Mission Capital,"Chicago, IL","Chicago, IL",51 to 200 employees,2008,Private Practice / Firm,Brokerage Services,Finance,43500.0
804,913,Data Analyst Intern,$31K-$56K ,NA,MT Global US INC,"Chicago, IL","Gardena, CA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,43500.0
805,914,Data Analyst,$31K-$56K ,3.8,Ann & Robert H. Lurie Children's Hospital of Chicago,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2012,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43500.0
806,915,Data Analyst,$31K-$56K ,3.7,BMO Financial Group,"Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,43500.0
807,916,Quantitative Researcher – Intern,$31K-$56K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,43500.0
808,917,Sr. Data Engineer,$31K-$56K ,3.4,Alliant Credit Union,"Chicago, IL","Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,43500.0
809,918,Urgent Need - Data Analyst,$31K-$56K ,3.4,Kelly,"Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,43500.0
810,919,Senior Scientist-Wind Vulnerability,$31K-$56K ,3.5,Aon,"Chicago, IL","London, United Kingdom",10000+ employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,43500.0
811,920,Business Intelligence Analyst,$31K-$56K ,3.1,Kemper,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,43500.0
812,921,Business Intelligence Analyst,$39K-$81K ,3.4,Fooda,"Chicago, IL","Chicago, IL",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,60000.0
813,922,Data Analyst,$39K-$81K ,3.9,"TEKsystems, Inc","Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,60000.0
814,923,Business Intelligence Analyst,$39K-$81K ,4.1,MDLIVE Inc,"Chicago, IL","Miramar, FL",201 to 500 employees,2009,Company - Private,Health Care Services & Hospitals,Health Care,60000.0
815,924,Sr Quantitative Analyst,$39K-$81K ,3.9,Exelon,"Chicago, IL","Chicago, IL",10000+ employees,2000,Company - Public,Energy,"Oil, Gas, Energy & Utilities",60000.0
816,925,Senior Global Data Analyst / Power BI Dashboard Developer,$39K-$81K ,2.8,ALERE,"Chicago, IL","Waltham, MA",5001 to 10000 employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60000.0
817,926,Senior Data Scientist,$39K-$81K ,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,60000.0
818,927,Sr. Data Analyst,$39K-$81K ,3.8,Mondo,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,60000.0
819,928,Quantitative Researcher,$39K-$81K ,4.8,3Red Partners,"Chicago, IL","Chicago, IL",1 to 50 employees,2011,Company - Private,Financial Analytics & Research,Finance,60000.0
820,929,Machine Learning Engineer,$39K-$81K ,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,60000.0
821,930,Senior Data Scientist,$39K-$81K ,3.9,Numerator,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,60000.0
822,931,Workday Data Consultant,$39K-$81K ,3.7,Collaborative Solutions,"Chicago, IL","Reston, VA",501 to 1000 employees,2003,Company - Private,IT Services,Information Technology,60000.0
823,932,Business Data Analyst,$39K-$81K ,3.3,Feeding America,"Chicago, IL","Chicago, IL",51 to 200 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,60000.0
824,933,Data Analyst,$39K-$81K ,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,60000.0
825,934,Senior Data Scientist - Telecommute,$39K-$81K ,3.3,Unitedhealth Group,"Chicago, IL","Minnetonka, MN",10000+ employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,60000.0
826,935,Clinical Safety Scientist I,$39K-$81K ,4.0,"CTI Clinical Trial Services, Inc","Chicago, IL","Covington, KY",501 to 1000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,60000.0
827,936,Lead Data Analyst,$39K-$81K ,4.6,First Stop Health,"Chicago, IL","Chicago, IL",1 to 50 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,60000.0
828,937,Informatics Scientist - Cardiology AI,$39K-$81K ,3.2,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60000.0
829,938,Data Scientist - Cruises & Events,$39K-$81K ,3.3,Hornblower Cruises and Events,"Chicago, IL","San Francisco, CA",1001 to 5000 employees,1980,Company - Private,Cruise Ships,Travel & Tourism,60000.0
830,939,Software Engineer - Data Platform,$39K-$81K ,3.9,Balyasny Asset Management,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,60000.0
831,940,Product Development Scientist - Covid 19,$39K-$81K ,3.2,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60000.0
832,941,Principal Data Scientist- Public Sector,$39K-$81K ,3.7,IBM,"Chicago, IL","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,60000.0
833,942,Quantitative Analyst,$39K-$81K ,3.4,Belvedere Trading,"Chicago, IL","Chicago, IL",201 to 500 employees,2002,Company - Private,Venture Capital & Private Equity,Finance,60000.0
834,943,Data Scientist,$39K-$81K ,NA,"UL, LLC","Northbrook, IL","Matthews, NC",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,60000.0
835,944,Data Engineer - QuantumBlack,$39K-$81K ,4.4,McKinsey & Company,"Chicago, IL","New York, NY",10000+ employees,1926,Company - Private,Consulting,Business Services,60000.0
836,945,Data Analyst,$39K-$81K ,4.1,UST Global,"Chicago, IL","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,60000.0
837,946,"IoT Data Scientist - Leadeship Role - Chicago, NY, Dallas, or Atlanta",$39K-$81K ,3.8,Capgemini,"Chicago, IL","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,60000.0
838,947,Data Analyst,$39K-$81K ,3.5,Chicago Public Schools,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,60000.0
839,948,"Quantitative Research Analyst, Global Quantitative Strategies",$39K-$81K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,60000.0
840,949,Data Analyst,$39K-$81K ,3.9,Diverse Lynx,"Chicago, IL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,60000.0
841,950,Data Analyst,$39K-$81K ,NA,El Hogar del Nino - The Home of the Child,"Chicago, IL",-1,-1,NA,-1,Not Specified,Not Specified,60000.0
842,951,Senior Python Data Scientist,$99K-$174K ,NA,Cepoch,"Chicago, IL",-1,-1,NA,-1,Not Specified,Not Specified,136500.0
843,952,Data Engineer II,$99K-$174K ,3.8,Grubhub,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,136500.0
844,953,Data Analyst,$99K-$174K ,3.6,"Level Ex, Inc.","Chicago, IL","Chicago, IL",51 to 200 employees,2015,Company - Private,Video Games,Media,136500.0
845,954,Data Engineer,$99K-$174K ,4.8,Apervita,"Chicago, IL","Chicago, IL",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,136500.0
846,955,Junior Data Analyst,$99K-$174K ,5.0,"Staffigo Technical Services, LLC","Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,136500.0
847,956,Data Science Consultant,$99K-$174K ,2.4,KBS Solutions,"Chicago, IL","Irving, TX",51 to 200 employees,NA,Company - Private,Not Specified,Not Specified,136500.0
848,957,Quantum Principal Data Scientist (Industrial-Discrete sector),$99K-$174K ,3.7,IBM,"Chicago, IL","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,136500.0
849,958,Data Analyst,$99K-$174K ,3.7,Riskonnect Inc,"Chicago, IL","Kennesaw, GA",201 to 500 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,136500.0
850,959,Data Engineer,$99K-$174K ,4.3,Strike Social,"Chicago, IL","Chicago, IL",51 to 200 employees,2013,Company - Private,Advertising & Marketing,Business Services,136500.0
851,960,Data Engineer,$99K-$174K ,4.5,Involgix,"Chicago, IL","Austin, TX",51 to 200 employees,NA,Company - Private,IT Services,Information Technology,136500.0
852,961,Data Scientist Sr. - Conversation Designer & NLP Analyst,$99K-$174K ,3.4,PNC Financial Services Group,"Downers Grove, IL","Pittsburgh, PA",10000+ employees,1845,Company - Public,Banks & Credit Unions,Finance,136500.0
853,962,Senior Data Scientist - Nationwide Opportunities,$99K-$174K ,3.9,Amazon,"Chicago, IL","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,136500.0
854,963,Data Engineer – Full-Time,$99K-$174K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,136500.0
855,964,Sr. Decision Scientist,$99K-$174K ,3.8,Grubhub,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,136500.0
856,965,Data Analyst,$99K-$174K ,3.5,Care Advisors Inc,"Chicago, IL","Chicago, IL",1 to 50 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,136500.0
857,966,Pharmacovgilance Scientist,$99K-$174K ,3.4,Kelly,"Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,136500.0
858,967,Computational Scientist-Secure Data,$99K-$174K ,4.0,University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,136500.0
859,968,Data Engineer,$99K-$174K ,3.8,Mondo,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,136500.0
860,969,Data Engineer,$99K-$174K ,5.0,Kalderos,"Chicago, IL","Chicago, IL",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,136500.0
861,970,Data Analyst - IntelliScript,$99K-$174K ,3.8,Milliman,"Chicago, IL","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,136500.0
862,971,Lead Data Scientist,$99K-$174K ,3.6,Humana,"Chicago, IL","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,136500.0
863,972,Data Engineer,$99K-$174K ,5.0,Zai Global,"Chicago, IL","Piscataway, NJ",1 to 50 employees,NA,Self-employed,Not Specified,Not Specified,136500.0
864,973,Cloud Data Engineer,$99K-$174K ,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,136500.0
865,974,Quantitative Researcher,$99K-$174K ,4.2,NJF Global Holdings,"Chicago, IL","London, United Kingdom",51 to 200 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,136500.0
866,975,Data Engineer,$99K-$174K ,3.7,ServiceNow,"Chicago, IL","Santa Clara, CA",10000+ employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,136500.0
867,976,Data Engineer,$99K-$174K ,NA,Arrive,"Chicago, IL","Chicago, IL",Unknown,NA,Company - Private,Not Specified,Not Specified,136500.0
868,977,Quantum Principal Data Scientist (Industrial-Process sector),$99K-$174K ,3.7,IBM,"Chicago, IL","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,136500.0
869,978,"Bioinformatics Scientist, Data Operations",$99K-$174K ,3.3,Tempus,"Chicago, IL","Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,136500.0
870,979,"Big Data Machine Learning Engineer in Chicago, IL at Key Bank",$99K-$174K ,3.3,KeyBank,"Chicago, IL","Cleveland, OH",10000+ employees,1849,Company - Public,Banks & Credit Unions,Finance,136500.0
871,980,Data Engineer (AI/ML),$99K-$174K ,3.7,eTeam Inc.,"Chicago, IL","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,136500.0
872,981,Business Intelligence Analyst,$76K-$147K ,2.9,IFG Companies,"Chicago, IL","Hartford, CT",201 to 500 employees,1985,Company - Private,Insurance Carriers,Insurance,111500.0
873,982,Data Analyst,$76K-$147K ,2.7,TechUSA,"Chicago, IL","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,111500.0
874,983,CSI Data Analyst,$76K-$147K ,3.5,Chicago Public Schools,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,111500.0
875,984,Data Engineer,$76K-$147K ,3.1,Keylent,"Chicago, IL","Wilmington, DE",1 to 50 employees,NA,Unknown,Not Specified,Not Specified,111500.0
876,985,Sr. Data Scientist,$76K-$147K ,3.9,Wavicle Data Solutions LLC,"Chicago, IL","Chicago, IL",51 to 200 employees,2014,Private Practice / Firm,IT Services,Information Technology,111500.0
877,986,Microsoft Analytics Consultant,$76K-$147K ,3.7,IBM,"Chicago, IL","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,111500.0
878,987,Advanced Analytics Consulting Lead,$76K-$147K ,3.5,CGN Global,"Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,111500.0
879,988,Data Analyst,$76K-$147K ,4.1,SkySource Solutions,"Downers Grove, IL","Berea, OH",1 to 50 employees,2017,Company - Public,Staffing & Outsourcing,Business Services,111500.0
880,989,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,$76K-$147K ,4.5,Maine Pointe,"Chicago, IL","Boston, MA",51 to 200 employees,2004,Company - Private,Consulting,Business Services,111500.0
881,990,Practice Area Lead - Machine Learning - Data & Analytics,$76K-$147K ,4.1,Slalom,"Chicago, IL","Seattle, WA",5001 to 10000 employees,2001,Company - Private,Consulting,Business Services,111500.0
882,991,Data Scientist - Sr. Analyst,$76K-$147K ,2.0,HR Pundits,"Chicago, IL","Rolling Meadows, IL",1 to 50 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,111500.0
